"Timestamp","RunId","GlobalStatus","FailedCount","URL","HTTPStatus","CheckResult","Error"
"2026-04-21T01:50:21.0832789-04:00","5a52a5fc-df07-42e1-8502-63a7f38a5ae3","OK","0","https://www.milele4ever.com/aion","200","OK",""
"2026-04-21T01:50:21.0832789-04:00","5a52a5fc-df07-42e1-8502-63a7f38a5ae3","OK","0","https://www.milele4ever.com/api/feedback/list","200","OK",""
"2026-04-21T01:50:21.0832789-04:00","5a52a5fc-df07-42e1-8502-63a7f38a5ae3","OK","0","https://www.milele4ever.com/services","200","OK",""
"2026-04-21T01:50:21.0832789-04:00","5a52a5fc-df07-42e1-8502-63a7f38a5ae3","OK","0","https://www.milele4ever.com","200","OK",""
"2026-04-21T01:50:21.0832789-04:00","5a52a5fc-df07-42e1-8502-63a7f38a5ae3","OK","0","https://www.milele4ever.com/espace","200","OK",""
"2026-05-08T10:14:31.4453098-04:00","3457edc4-d29c-4508-9416-1b4fb6efd954","FAIL","1","https://www.milele4ever.com/aion","200","OK",""
"2026-05-08T10:14:31.4453098-04:00","3457edc4-d29c-4508-9416-1b4fb6efd954","FAIL","1","https://www.milele4ever.com/api/feedback/list","401","FAIL","Le serveur distant a retourné une erreur : (401) Non autorisé."
"2026-05-08T10:14:31.4453098-04:00","3457edc4-d29c-4508-9416-1b4fb6efd954","FAIL","1","https://www.milele4ever.com/services","200","OK",""
"2026-05-08T10:14:31.4453098-04:00","3457edc4-d29c-4508-9416-1b4fb6efd954","FAIL","1","https://www.milele4ever.com","200","OK",""
"2026-05-08T10:14:31.4453098-04:00","3457edc4-d29c-4508-9416-1b4fb6efd954","FAIL","1","https://www.milele4ever.com/espace","200","OK",""
"2026-05-08T10:23:35.5056166-04:00","259a164b-7dd3-40c6-a23c-021998ebf412","FAIL","1","https://www.milele4ever.com/aion","200","OK",""
"2026-05-08T10:23:35.5056166-04:00","259a164b-7dd3-40c6-a23c-021998ebf412","FAIL","1","https://www.milele4ever.com/api/feedback/list","401","FAIL","Le serveur distant a retourné une erreur : (401) Non autorisé."
"2026-05-08T10:23:35.5056166-04:00","259a164b-7dd3-40c6-a23c-021998ebf412","FAIL","1","https://www.milele4ever.com/services","200","OK",""
"2026-05-08T10:23:35.5056166-04:00","259a164b-7dd3-40c6-a23c-021998ebf412","FAIL","1","https://www.milele4ever.com","200","OK",""
"2026-05-08T10:23:35.5056166-04:00","259a164b-7dd3-40c6-a23c-021998ebf412","FAIL","1","https://www.milele4ever.com/espace","200","OK",""
"2026-05-08T10:29:45.0184544-04:00","bffce090-0180-4776-80af-d2de57793f17","OK","0","https://www.milele4ever.com/aion","200","OK",""
"2026-05-08T10:29:45.0184544-04:00","bffce090-0180-4776-80af-d2de57793f17","OK","0","https://www.milele4ever.com/api/feedback/list","200","OK",""
"2026-05-08T10:29:45.0184544-04:00","bffce090-0180-4776-80af-d2de57793f17","OK","0","https://www.milele4ever.com/services","200","OK",""
"2026-05-08T10:29:45.0184544-04:00","bffce090-0180-4776-80af-d2de57793f17","OK","0","https://www.milele4ever.com","200","OK",""
"2026-05-08T10:29:45.0184544-04:00","bffce090-0180-4776-80af-d2de57793f17","OK","0","https://www.milele4ever.com/espace","200","OK",""
